RecordID,CaseNumber,ReportDate,MonthLabel,MonthIndex,Quarter,FiscalYear,Weekday,Department,Program,ServiceType,Category,Status,Stage,Priority,RiskBand,Region,CouncilDistrict,Neighborhood,Owner,Team,Vendor,Channel,AssetType,AssetID,Description,Latitude,Longitude,Budget,ActualCost,Variance,ProgressPct,RiskScore,ResponseHours,TargetHours,DurationDays,SatisfactionScore,WithinSLA,Overdue,OpenFlag,IncidentCount,WorkOrderCount,Quantity,AssetAge,Severity,TargetPct
HOU-0176,SR-2025-00176,2025-10-04,2025-10 Oct,202510,Q4 2025,FY2026,Saturday,Parks & Recreation,Tree Care,Inspection,Parks & Recreation / Tree Care,QA Review,Quality Review,Low,Low,Southeast,I,Hobby Area,A. Nguyen,South Team,Gulf Infrastructure,Citizen App,Urban Tree,URB-10176,Low tree care case in Hobby Area,29.643722,-95.293423,14936.57,9423.75,-5512.82,75,9,98.3,96,13,2.6,No,Yes,1,1,1,13,41,2,90
HOU-0177,SR-2025-00177,2025-10-29,2025-10 Oct,202510,Q4 2025,FY2026,Wednesday,Houston Water,Lift Station Support,Inspection,Houston Water / Lift Station Support,On Hold,Field Work,High,Moderate,West,F,Westchase,C. Garcia,Rapid Response,Gulf Infrastructure,311,Lift Station,LIF-10177,High lift station support case in Westchase,29.753197,-95.573959,44405.08,17909.12,-26495.96,38,59,12.5,12,6,2.9,No,Yes,1,1,1,5,14,4,90
HOU-0178,SR-2025-00178,2025-11-13,2025-11 Nov,202511,Q4 2025,FY2026,Thursday,Public Works,Traffic Signal Support,Inspection,Public Works / Traffic Signal Support,Complete,Closed,Medium,High,Central,D,Midtown,F. Brown,Rapid Response,Bayou Services,Citizen App,Traffic Signal,TRA-10178,Medium traffic signal support case in Midtown,29.738515,-95.361373,17804.05,17901.26,97.21,96,72,57.3,48,9,3.2,No,No,0,1,2,11,38,3,90
HOU-0179,SR-2025-00179,2025-11-28,2025-11 Nov,202511,Q4 2025,FY2026,Friday,Public Works,Drainage Response,Emergency Response,Public Works / Drainage Response,Assigned,Assignment,Critical,Moderate,Northwest,C,The Heights,I. Wilson,West Team,Lone Star Operations,Sensor Alert,Storm Drain,STO-10179,Critical drainage response case in The Heights,29.787299,-95.387778,90382.59,11520.66,-78861.93,14,51,3.2,4,24,4.4,Yes,Yes,1,1,1,7,45,5,90
HOU-0180,SR-2025-00180,2025-11-30,2025-11 Nov,202511,Q4 2025,FY2026,Sunday,Solid Waste,Collection Service,Customer Service,Solid Waste / Collection Service,Complete,Closed,Low,Moderate,West,G,Galleria,I. Wilson,West Team,Lone Star Operations,Citizen App,Collection Route,COL-10180,Low collection service case in Galleria,29.752581,-95.47859,3439.08,2956.47,-482.61,100,35,84.2,96,25,4.1,Yes,No,0,1,1,6,18,2,90
HOU-0181,SR-2025-00181,2025-12-22,2025-12 Dec,202512,Q4 2025,FY2026,Monday,Emergency Management,Public Alerts,Customer Service,Emergency Management / Public Alerts,Complete,Closed,Medium,Moderate,Southeast,D,Third Ward,A. Nguyen,West Team,Lone Star Operations,311,Alert Zone,ALE-10181,Medium public alerts case in Third Ward,29.722807,-95.354887,47290.12,47531.41,241.29,95,43,22.4,48,23,3.7,Yes,No,0,1,1,14,37,3,90
HOU-0182,SR-2026-00182,2026-01-11,2026-01 Jan,202601,Q1 2026,FY2026,Sunday,Transportation,Sidewalk Access,Capital Improvement,Transportation / Sidewalk Access,QA Review,Quality Review,Low,Moderate,West,G,Memorial,C. Garcia,North Team,Metro Field Group,Citizen App,Sidewalk,SID-10182,Low sidewalk access case in Memorial,29.7675,-95.508824,24254.34,20097.76,-4156.58,80,54,53.8,96,31,4.2,Yes,Yes,1,1,1,9,22,2,90
HOU-0183,SR-2026-00183,2026-01-30,2026-01 Jan,202601,Q1 2026,FY2026,Friday,Transportation,Mobility Safety,Inspection,Transportation / Mobility Safety,New,Triage,Medium,Low,Central,C,Montrose,G. Davis,Central Team,Metro Field Group,Field Inspection,Intersection,INT-10183,Medium mobility safety case in Montrose,29.727953,-95.408305,45602.32,3897.03,-41705.29,7,9,45.2,48,12,4.1,Yes,Yes,1,1,1,6,13,3,90
HOU-0184,SR-2026-00184,2026-02-23,2026-02 Feb,202602,Q1 2026,FY2026,Monday,Transportation,Sidewalk Access,Capital Improvement,Transportation / Sidewalk Access,In Progress,Field Work,Medium,Moderate,Northwest,A,Spring Branch,E. Johnson,South Team,Lone Star Operations,Field Inspection,Sidewalk,SID-10184,Medium sidewalk access case in Spring Branch,29.801866,-95.483669,50070.59,19190.11,-30880.48,46,47,38.0,48,26,5,Yes,Yes,1,1,1,9,33,3,90
HOU-0185,SR-2026-00185,2026-03-05,2026-03 Mar,202603,Q1 2026,FY2026,Thursday,Transportation,Mobility Safety,Inspection,Transportation / Mobility Safety,Complete,Closed,High,Extreme,South,D,Sunnyside,A. Nguyen,West Team,City Crew,Operations Center,Intersection,INT-10185,High mobility safety case in Sunnyside,29.647465,-95.380368,13143.47,12905.56,-237.91,100,95,11.8,12,5,4.8,Yes,No,0,1,3,9,43,4,90
HOU-0186,SR-2026-00186,2026-03-31,2026-03 Mar,202603,Q1 2026,FY2026,Tuesday,Emergency Management,Public Alerts,Customer Service,Emergency Management / Public Alerts,In Progress,Field Work,Medium,High,East,H,East End,F. Brown,South Team,Lone Star Operations,Sensor Alert,Alert Zone,ALE-10186,Medium public alerts case in East End,29.755098,-95.338107,22964.62,12992.43,-9972.19,51,60,26.2,48,12,3.8,Yes,Yes,1,1,2,19,10,3,90
HOU-0187,SR-2026-00187,2026-04-12,2026-04 Apr,202604,Q2 2026,FY2026,Sunday,Public Works,Drainage Response,Emergency Response,Public Works / Drainage Response,Assigned,Assignment,Medium,Moderate,West,G,Memorial,G. Davis,North Team,Gulf Infrastructure,311,Storm Drain,STO-10187,Medium drainage response case in Memorial,29.7571,-95.509076,7820.32,962.56,-6857.76,15,41,47.4,48,13,4.1,Yes,Yes,1,1,1,13,5,3,90
HOU-0188,SR-2026-00188,2026-04-22,2026-04 Apr,202604,Q2 2026,FY2026,Wednesday,Solid Waste,Fleet Support,Preventive Maintenance,Solid Waste / Fleet Support,Complete,Closed,Low,Moderate,Central,D,Midtown,F. Brown,Central Team,Lone Star Operations,Citizen App,Collection Vehicle,COL-10188,Low fleet support case in Midtown,29.738203,-95.358187,25171.28,22471.8,-2699.48,98,48,83.5,96,20,4.0,Yes,No,0,1,1,9,29,2,90
HOU-0189,SR-2026-00189,2026-05-18,2026-05 May,202605,Q2 2026,FY2026,Monday,Emergency Management,Public Alerts,Customer Service,Emergency Management / Public Alerts,Complete,Closed,High,Moderate,Northeast,B,Kashmere Gardens,D. Patel,Central Team,City Crew,Citizen App,Alert Zone,ALE-10189,High public alerts case in Kashmere Gardens,29.816455,-95.32836,20688.06,17682.81,-3005.25,100,55,19.4,12,17,2.8,No,No,0,1,1,6,4,4,90
HOU-0190,SR-2026-00190,2026-05-17,2026-05 May,202605,Q2 2026,FY2026,Sunday,Emergency Management,Incident Coordination,Emergency Response,Emergency Management / Incident Coordination,Assigned,Assignment,Low,Low,Northeast,B,Kashmere Gardens,A. Nguyen,Central Team,Metro Field Group,Sensor Alert,Incident Site,INC-10190,Low incident coordination case in Kashmere Gardens,29.78788,-95.329376,7795.84,1553.93,-6241.91,17,26,96.9,96,30,2.9,No,Yes,1,1,1,14,18,2,90
HOU-0191,SR-2026-00191,2026-06-08,2026-06 Jun,202606,Q2 2026,FY2026,Monday,Transportation,Mobility Safety,Inspection,Transportation / Mobility Safety,Complete,Closed,Low,Moderate,Northeast,B,Kashmere Gardens,E. Johnson,Central Team,City Crew,Sensor Alert,Intersection,INT-10191,Low mobility safety case in Kashmere Gardens,29.788991,-95.327405,24358.18,18689.54,-5668.64,93,48,66.2,96,26,4.9,Yes,No,0,1,1,29,22,2,90
HOU-0192,SR-2025-00192,2025-01-04,2025-01 Jan,202501,Q1 2025,FY2025,Saturday,Solid Waste,Collection Service,Customer Service,Solid Waste / Collection Service,Assigned,Assignment,Low,Moderate,North,B,IAH Area,A. Nguyen,West Team,Bayou Services,Sensor Alert,Collection Route,COL-10192,Low collection service case in IAH Area,29.979845,-95.328063,11045.65,1692.46,-9353.19,13,46,53.3,96,30,3.5,Yes,Yes,1,1,1,3,23,2,90
HOU-0193,SR-2025-00193,2025-01-12,2025-01 Jan,202501,Q1 2025,FY2025,Sunday,Parks & Recreation,Park Maintenance,Preventive Maintenance,Parks & Recreation / Park Maintenance,In Progress,Field Work,High,High,Northwest,C,The Heights,D. Patel,Central Team,Metro Field Group,Sensor Alert,Park Facility,PAR-10193,High park maintenance case in The Heights,29.797582,-95.405808,30379.12,15077.11,-15302.01,47,61,17.2,12,20,3.5,No,Yes,1,1,2,3,3,4,90
HOU-0194,SR-2025-00194,2025-01-29,2025-01 Jan,202501,Q1 2025,FY2025,Wednesday,Transportation,Mobility Safety,Inspection,Transportation / Mobility Safety,In Progress,Field Work,Low,Low,Southeast,I,Hobby Area,F. Brown,Central Team,City Crew,Internal Audit,Intersection,INT-10194,Low mobility safety case in Hobby Area,29.656387,-95.285064,24324.48,14041.26,-10283.22,52,3,58.2,96,13,3.5,Yes,Yes,1,1,1,11,23,2,90
HOU-0195,SR-2025-00195,2025-02-24,2025-02 Feb,202502,Q1 2025,FY2025,Monday,Transportation,Signal Timing,Optimization,Transportation / Signal Timing,Assigned,Assignment,Medium,Low,South,D,Sunnyside,H. Lee,West Team,City Crew,Field Inspection,Traffic Signal,TRA-10195,Medium signal timing case in Sunnyside,29.652126,-95.38129,8915.29,1497.77,-7417.52,17,14,24.7,48,7,4.4,Yes,Yes,1,1,1,13,21,3,90
HOU-0196,SR-2025-00196,2025-03-20,2025-03 Mar,202503,Q1 2025,FY2025,Thursday,Solid Waste,Collection Service,Customer Service,Solid Waste / Collection Service,Complete,Closed,Low,Moderate,Central,C,Montrose,J. Martinez,North Team,Lone Star Operations,311,Collection Route,COL-10196,Low collection service case in Montrose,29.744607,-95.397458,18489.59,18636.97,147.38,100,53,112.0,96,29,2.8,No,No,0,1,1,12,27,2,90
HOU-0197,SR-2025-00197,2025-04-05,2025-04 Apr,202504,Q2 2025,FY2025,Saturday,Public Works,Traffic Signal Support,Inspection,Public Works / Traffic Signal Support,Complete,Closed,Low,High,Central,C,Montrose,E. Johnson,South Team,Lone Star Operations,Citizen App,Traffic Signal,TRA-10197,Low traffic signal support case in Montrose,29.730666,-95.376808,6300.79,7175.13,874.34,100,64,154.1,96,40,2.6,No,No,0,1,2,35,32,2,90
HOU-0198,SR-2025-00198,2025-04-16,2025-04 Apr,202504,Q2 2025,FY2025,Wednesday,Solid Waste,Fleet Support,Preventive Maintenance,Solid Waste / Fleet Support,Complete,Closed,High,Extreme,Central,C,Montrose,I. Wilson,Rapid Response,City Crew,Operations Center,Collection Vehicle,COL-10198,High fleet support case in Montrose,29.739909,-95.412622,17207.28,15591.37,-1615.91,93,92,20.6,12,23,2.0,No,No,0,1,3,13,24,4,90
HOU-0199,SR-2025-00199,2025-05-09,2025-05 May,202505,Q2 2025,FY2025,Friday,Parks & Recreation,Park Maintenance,Preventive Maintenance,Parks & Recreation / Park Maintenance,In Progress,Field Work,Medium,Low,West,G,Memorial,J. Martinez,North Team,City Crew,Sensor Alert,Park Facility,PAR-10199,Medium park maintenance case in Memorial,29.778759,-95.532337,4381.32,1902.88,-2478.44,50,31,20.3,48,14,5,Yes,Yes,1,1,1,7,17,3,90
HOU-0200,SR-2025-00200,2025-05-14,2025-05 May,202505,Q2 2025,FY2025,Wednesday,Emergency Management,Public Alerts,Customer Service,Emergency Management / Public Alerts,Complete,Closed,Low,Low,North,B,IAH Area,I. Wilson,North Team,City Crew,Internal Audit,Alert Zone,ALE-10200,Low public alerts case in IAH Area,29.997443,-95.331914,39100.98,40089.7,988.72,99,18,44.1,96,28,3.9,Yes,No,0,1,1,18,28,2,90
HOU-0201,SR-2025-00201,2025-06-10,2025-06 Jun,202506,Q2 2025,FY2025,Tuesday,Houston Water,Lift Station Support,Inspection,Houston Water / Lift Station Support,Complete,Closed,Medium,Extreme,West,G,Memorial,B. Smith,West Team,Lone Star Operations,311,Lift Station,LIF-10201,Medium lift station support case in Memorial,29.786266,-95.519089,64013.86,53760.11,-10253.75,95,81,14.0,48,7,4.2,Yes,No,0,1,2,13,20,3,90
HOU-0202,SR-2025-00202,2025-06-23,2025-06 Jun,202506,Q2 2025,FY2025,Monday,Public Works,Street Repair,Corrective Maintenance,Public Works / Street Repair,In Progress,Field Work,Critical,Moderate,Central,D,Midtown,J. Martinez,Central Team,Bayou Services,Sensor Alert,Street Segment,STR-10202,Critical street repair case in Midtown,29.756547,-95.394812,36419.18,19898.86,-16520.32,56,40,5.4,4,17,3.8,No,Yes,1,1,1,9,13,5,90
HOU-0203,SR-2025-00203,2025-07-04,2025-07 Jul,202507,Q3 2025,FY2026,Friday,Emergency Management,Flood Readiness,Inspection,Emergency Management / Flood Readiness,Complete,Closed,Medium,Low,South,D,Sunnyside,D. Patel,North Team,City Crew,Citizen App,Flood Asset,FLO-10203,Medium flood readiness case in Sunnyside,29.665454,-95.382114,5117.84,4951.88,-165.96,100,20,35.6,48,27,4.9,Yes,No,0,1,1,6,52,3,90
HOU-0204,SR-2025-00204,2025-07-21,2025-07 Jul,202507,Q3 2025,FY2026,Monday,Transportation,Mobility Safety,Inspection,Transportation / Mobility Safety,On Hold,Field Work,Medium,Low,Northwest,C,The Heights,I. Wilson,South Team,City Crew,311,Intersection,INT-10204,Medium mobility safety case in The Heights,29.804799,-95.420768,26731.83,8109.63,-18622.2,31,30,42.2,48,9,3.2,Yes,Yes,1,1,1,17,31,3,90
HOU-0205,SR-2025-00205,2025-08-02,2025-08 Aug,202508,Q3 2025,FY2026,Saturday,Public Works,Traffic Signal Support,Inspection,Public Works / Traffic Signal Support,Assigned,Assignment,Medium,Low,North,B,IAH Area,E. Johnson,South Team,Lone Star Operations,Sensor Alert,Traffic Signal,TRA-10205,Medium traffic signal support case in IAH Area,30.001342,-95.338111,56235.69,13012.58,-43223.11,22,19,34.2,48,14,4.9,Yes,Yes,1,1,1,10,28,3,90
HOU-0206,SR-2025-00206,2025-08-28,2025-08 Aug,202508,Q3 2025,FY2026,Thursday,Transportation,Mobility Safety,Inspection,Transportation / Mobility Safety,QA Review,Quality Review,Medium,Moderate,Northeast,B,Kashmere Gardens,G. Davis,Rapid Response,Bayou Services,Citizen App,Intersection,INT-10206,Medium mobility safety case in Kashmere Gardens,29.790735,-95.30518,51457.72,43919.23,-7538.49,79,58,64.9,48,25,3.3,No,Yes,1,1,1,4,26,3,90
HOU-0207,SR-2025-00207,2025-09-19,2025-09 Sep,202509,Q3 2025,FY2026,Friday,Parks & Recreation,Park Maintenance,Preventive Maintenance,Parks & Recreation / Park Maintenance,In Progress,Field Work,Medium,Moderate,Northwest,C,The Heights,E. Johnson,Rapid Response,Gulf Infrastructure,Citizen App,Park Facility,PAR-10207,Medium park maintenance case in The Heights,29.812839,-95.399762,10261.16,5576.62,-4684.54,52,36,59.3,48,24,3.0,No,Yes,1,1,1,5,18,3,90
HOU-0208,SR-2025-00208,2025-10-06,2025-10 Oct,202510,Q4 2025,FY2026,Monday,Parks & Recreation,Facility Repair,Corrective Maintenance,Parks & Recreation / Facility Repair,New,Triage,Medium,Moderate,Southwest,F,Alief,E. Johnson,South Team,City Crew,Internal Audit,Recreation Facility,REC-10208,Medium facility repair case in Alief,29.681766,-95.597156,28429.41,2897.79,-25531.62,3,48,23.8,48,6,4.0,Yes,Yes,1,1,1,3,1,3,90
HOU-0209,SR-2025-00209,2025-10-27,2025-10 Oct,202510,Q4 2025,FY2026,Monday,Solid Waste,Fleet Support,Preventive Maintenance,Solid Waste / Fleet Support,In Progress,Field Work,Low,Moderate,South,D,Sunnyside,B. Smith,Central Team,City Crew,Citizen App,Collection Vehicle,COL-10209,Low fleet support case in Sunnyside,29.662829,-95.39107,7882.42,3604.75,-4277.67,46,47,57.2,96,24,4.8,Yes,Yes,1,1,1,11,37,2,90
HOU-0210,SR-2025-00210,2025-10-29,2025-10 Oct,202510,Q4 2025,FY2026,Wednesday,Transportation,Mobility Safety,Inspection,Transportation / Mobility Safety,In Progress,Field Work,High,Extreme,Northwest,A,Spring Branch,C. Garcia,South Team,Metro Field Group,Field Inspection,Intersection,INT-10210,High mobility safety case in Spring Branch,29.80755,-95.493,33358.61,14989.93,-18368.68,49,99,14.6,12,21,2.4,No,Yes,1,1,3,4,37,4,90
HOU-0211,SR-2025-00211,2025-11-23,2025-11 Nov,202511,Q4 2025,FY2026,Sunday,Parks & Recreation,Park Maintenance,Preventive Maintenance,Parks & Recreation / Park Maintenance,New,Triage,Low,Moderate,West,F,Westchase,A. Nguyen,Central Team,Bayou Services,311,Park Facility,PAR-10211,Low park maintenance case in Westchase,29.750081,-95.55899,16447.14,1425.29,-15021.85,0,39,57.3,96,23,4.1,Yes,Yes,1,1,1,13,19,2,90
HOU-0212,SR-2025-00212,2025-12-15,2025-12 Dec,202512,Q4 2025,FY2026,Monday,Emergency Management,Incident Coordination,Emergency Response,Emergency Management / Incident Coordination,Complete,Closed,Low,Low,Southwest,J,Braeburn,H. Lee,North Team,Gulf Infrastructure,311,Incident Site,INC-10212,Low incident coordination case in Braeburn,29.652095,-95.487123,7311.01,6185.86,-1125.15,100,34,103.8,96,18,2.1,No,No,0,1,1,13,24,2,90
HOU-0213,SR-2026-00213,2026-01-02,2026-01 Jan,202601,Q1 2026,FY2026,Friday,Houston Water,Water Leak Response,Emergency Repair,Houston Water / Water Leak Response,In Progress,Field Work,High,High,Northwest,C,The Heights,B. Smith,North Team,Gulf Infrastructure,Citizen App,Water Main,WAT-10213,High water leak response case in The Heights,29.791803,-95.398139,62873.54,32917.02,-29956.52,46,69,18.0,12,25,3.7,No,Yes,1,1,2,7,74,4,90
HOU-0214,SR-2026-00214,2026-01-20,2026-01 Jan,202601,Q1 2026,FY2026,Tuesday,Solid Waste,Fleet Support,Preventive Maintenance,Solid Waste / Fleet Support,Assigned,Assignment,Low,Moderate,Southeast,E,Clear Lake,E. Johnson,Central Team,Gulf Infrastructure,311,Collection Vehicle,COL-10214,Low fleet support case in Clear Lake,29.581261,-95.097297,15715.74,3454.2,-12261.54,20,48,41.3,96,10,4.0,Yes,Yes,1,1,1,12,1,2,90
HOU-0215,SR-2026-00215,2026-01-28,2026-01 Jan,202601,Q1 2026,FY2026,Wednesday,Solid Waste,Fleet Support,Preventive Maintenance,Solid Waste / Fleet Support,In Progress,Field Work,Medium,Moderate,North,B,IAH Area,C. Garcia,North Team,City Crew,Operations Center,Collection Vehicle,COL-10215,Medium fleet support case in IAH Area,29.982505,-95.339499,33531.75,18196.39,-15335.36,54,50,18.7,48,20,4.9,Yes,Yes,1,1,1,22,33,3,90
HOU-0216,SR-2026-00216,2026-02-08,2026-02 Feb,202602,Q1 2026,FY2026,Sunday,Houston Water,Lift Station Support,Inspection,Houston Water / Lift Station Support,QA Review,Quality Review,High,High,West,G,Galleria,B. Smith,Central Team,Metro Field Group,Sensor Alert,Lift Station,LIF-10216,High lift station support case in Galleria,29.728948,-95.455916,29994.98,29092.96,-902.02,88,62,7.7,12,24,4.1,Yes,Yes,1,1,2,20,18,4,90
HOU-0217,SR-2026-00217,2026-03-01,2026-03 Mar,202603,Q1 2026,FY2026,Sunday,Public Works,Traffic Signal Support,Inspection,Public Works / Traffic Signal Support,In Progress,Field Work,Medium,Low,South,D,Sunnyside,F. Brown,Central Team,City Crew,Internal Audit,Traffic Signal,TRA-10217,Medium traffic signal support case in Sunnyside,29.667022,-95.377473,40092.89,21920.61,-18172.28,62,34,36.5,48,12,4.7,Yes,Yes,1,1,1,15,16,3,90
HOU-0218,SR-2026-00218,2026-03-24,2026-03 Mar,202603,Q1 2026,FY2026,Tuesday,Emergency Management,Public Alerts,Customer Service,Emergency Management / Public Alerts,Complete,Closed,Medium,High,Central,C,Montrose,B. Smith,South Team,City Crew,Internal Audit,Alert Zone,ALE-10218,Medium public alerts case in Montrose,29.757272,-95.369972,33933.61,29545.02,-4388.59,100,71,17.0,48,3,4.2,Yes,No,0,1,2,5,24,3,90
HOU-0219,SR-2026-00219,2026-04-02,2026-04 Apr,202604,Q2 2026,FY2026,Thursday,Transportation,Sidewalk Access,Capital Improvement,Transportation / Sidewalk Access,Complete,Closed,Medium,Low,Southwest,F,Alief,G. Davis,Central Team,Metro Field Group,Citizen App,Sidewalk,SID-10219,Medium sidewalk access case in Alief,29.698301,-95.572717,40648.09,40080.34,-567.75,100,34,40.5,48,22,5,Yes,No,0,1,1,7,36,3,90
HOU-0220,SR-2026-00220,2026-04-23,2026-04 Apr,202604,Q2 2026,FY2026,Thursday,Transportation,Sidewalk Access,Capital Improvement,Transportation / Sidewalk Access,In Progress,Field Work,Critical,Moderate,North,H,Near Northside,H. Lee,Rapid Response,Gulf Infrastructure,311,Sidewalk,SID-10220,Critical sidewalk access case in Near Northside,29.805239,-95.348287,18790.42,8259.91,-10530.51,46,55,7.0,4,10,3.2,No,Yes,1,1,1,6,31,5,90
HOU-0221,SR-2026-00221,2026-05-08,2026-05 May,202605,Q2 2026,FY2026,Friday,Transportation,Signal Timing,Optimization,Transportation / Signal Timing,Assigned,Assignment,Low,Low,Southwest,J,Braeburn,A. Nguyen,North Team,Metro Field Group,Internal Audit,Traffic Signal,TRA-10221,Low signal timing case in Braeburn,29.664175,-95.506635,30737.67,5546.08,-25191.59,20,3,56.5,96,12,4.4,Yes,Yes,1,1,1,3,21,2,90
HOU-0222,SR-2026-00222,2026-05-15,2026-05 May,202605,Q2 2026,FY2026,Friday,Solid Waste,Fleet Support,Preventive Maintenance,Solid Waste / Fleet Support,In Progress,Field Work,High,High,West,G,Galleria,B. Smith,West Team,Gulf Infrastructure,Sensor Alert,Collection Vehicle,COL-10222,High fleet support case in Galleria,29.73072,-95.467787,13855.89,6450.32,-7405.57,56,70,4.0,12,13,3.5,Yes,Yes,1,1,2,11,32,4,90
HOU-0223,SR-2026-00223,2026-06-22,2026-06 Jun,202606,Q2 2026,FY2026,Monday,Transportation,Signal Timing,Optimization,Transportation / Signal Timing,On Hold,Field Work,High,Extreme,Southeast,I,Hobby Area,B. Smith,South Team,Bayou Services,Operations Center,Traffic Signal,TRA-10223,High signal timing case in Hobby Area,29.641041,-95.295461,19475.12,8551.78,-10923.34,42,89,5.1,12,13,4.2,Yes,No,1,1,3,20,48,4,90
HOU-0224,SR-2025-00224,2025-01-09,2025-01 Jan,202501,Q1 2025,FY2025,Thursday,Solid Waste,Fleet Support,Preventive Maintenance,Solid Waste / Fleet Support,In Progress,Field Work,Critical,Extreme,Central,I,Downtown,D. Patel,North Team,Lone Star Operations,311,Collection Vehicle,COL-10224,Critical fleet support case in Downtown,29.76279,-95.370453,59556.78,39102.56,-20454.22,62,94,6.1,4,13,3.6,No,Yes,1,1,3,9,25,5,90
HOU-0225,SR-2025-00225,2025-01-25,2025-01 Jan,202501,Q1 2025,FY2025,Saturday,Parks & Recreation,Park Maintenance,Preventive Maintenance,Parks & Recreation / Park Maintenance,Complete,Closed,Medium,Moderate,West,F,Westchase,B. Smith,North Team,Bayou Services,Citizen App,Park Facility,PAR-10225,Medium park maintenance case in Westchase,29.734559,-95.583056,7523.91,8043.65,519.74,99,40,17.1,48,26,4.8,Yes,No,0,1,1,4,33,3,90
HOU-0226,SR-2025-00226,2025-02-12,2025-02 Feb,202502,Q1 2025,FY2025,Wednesday,Transportation,Sidewalk Access,Capital Improvement,Transportation / Sidewalk Access,Complete,Closed,Medium,High,Central,D,Midtown,J. Martinez,North Team,Gulf Infrastructure,Sensor Alert,Sidewalk,SID-10226,Medium sidewalk access case in Midtown,29.741605,-95.357056,50322.89,54367.65,4044.76,100,73,59.5,48,18,4.5,No,No,0,1,2,4,25,3,90
HOU-0227,SR-2025-00227,2025-02-26,2025-02 Feb,202502,Q1 2025,FY2025,Wednesday,Public Works,Drainage Response,Emergency Response,Public Works / Drainage Response,In Progress,Field Work,High,High,West,F,Westchase,I. Wilson,South Team,City Crew,Citizen App,Storm Drain,STO-10227,High drainage response case in Westchase,29.7266,-95.555727,26075.43,16990.47,-9084.96,59,63,14.0,12,10,3.1,No,Yes,1,1,2,12,33,4,90
HOU-0228,SR-2025-00228,2025-03-03,2025-03 Mar,202503,Q1 2025,FY2025,Monday,Parks & Recreation,Tree Care,Inspection,Parks & Recreation / Tree Care,In Progress,Field Work,Medium,Moderate,North,H,Near Northside,D. Patel,North Team,City Crew,Operations Center,Urban Tree,URB-10228,Medium tree care case in Near Northside,29.782867,-95.338405,18953.33,8798.94,-10154.39,53,40,22.8,48,14,4.2,Yes,Yes,1,1,1,8,27,3,90
HOU-0229,SR-2025-00229,2025-03-13,2025-03 Mar,202503,Q1 2025,FY2025,Thursday,Emergency Management,Flood Readiness,Inspection,Emergency Management / Flood Readiness,Complete,Closed,Medium,Moderate,Central,C,Montrose,C. Garcia,South Team,Metro Field Group,Field Inspection,Flood Asset,FLO-10229,Medium flood readiness case in Montrose,29.742788,-95.408003,9117.85,8169.97,-947.88,100,52,35.0,48,12,4.0,Yes,No,0,1,1,4,7,3,90
HOU-0230,SR-2025-00230,2025-04-03,2025-04 Apr,202504,Q2 2025,FY2025,Thursday,Parks & Recreation,Facility Repair,Corrective Maintenance,Parks & Recreation / Facility Repair,Complete,Closed,Medium,High,Southwest,J,Braeburn,B. Smith,Rapid Response,Metro Field Group,Operations Center,Recreation Facility,REC-10230,Medium facility repair case in Braeburn,29.647449,-95.481943,14031.04,11943.97,-2087.07,100,62,35.6,48,19,3.5,Yes,No,0,1,2,11,36,3,90
HOU-0231,SR-2025-00231,2025-05-07,2025-05 May,202505,Q2 2025,FY2025,Wednesday,Parks & Recreation,Tree Care,Inspection,Parks & Recreation / Tree Care,In Progress,Field Work,Low,Moderate,Northwest,C,The Heights,J. Martinez,West Team,Gulf Infrastructure,Operations Center,Urban Tree,URB-10231,Low tree care case in The Heights,29.787868,-95.41908,7615.38,3271.96,-4343.42,47,42,146.7,96,23,3.3,No,Yes,1,1,1,14,9,2,90
HOU-0232,SR-2025-00232,2025-05-12,2025-05 May,202505,Q2 2025,FY2025,Monday,Transportation,Mobility Safety,Inspection,Transportation / Mobility Safety,Complete,Closed,Low,Moderate,Northwest,A,Spring Branch,E. Johnson,Central Team,Bayou Services,Citizen App,Intersection,INT-10232,Low mobility safety case in Spring Branch,29.808392,-95.493676,33849.57,37838.33,3988.76,98,53,93.8,96,27,3.6,Yes,No,0,1,1,23,45,2,90
HOU-0233,SR-2025-00233,2025-06-06,2025-06 Jun,202506,Q2 2025,FY2025,Friday,Solid Waste,Collection Service,Customer Service,Solid Waste / Collection Service,QA Review,Quality Review,Medium,Low,North,B,Acres Homes,C. Garcia,Central Team,Lone Star Operations,Internal Audit,Collection Route,COL-10233,Medium collection service case in Acres Homes,29.873452,-95.427223,23009.69,16845.33,-6164.36,76,27,48.4,48,20,3.1,No,Yes,1,1,1,16,41,3,90
HOU-0234,SR-2025-00234,2025-06-18,2025-06 Jun,202506,Q2 2025,FY2025,Wednesday,Public Works,Street Repair,Corrective Maintenance,Public Works / Street Repair,Complete,Closed,Medium,Moderate,Central,I,Downtown,B. Smith,Central Team,Gulf Infrastructure,Internal Audit,Street Segment,STR-10234,Medium street repair case in Downtown,29.75711,-95.362738,18962.14,20073.37,1111.23,93,46,26.8,48,22,4.1,Yes,No,0,1,1,8,39,3,90
