record_id,initiative,category,region,department,owner,status,priority,start_date,due_date,year,quarter,month,budget_usd,actual_usd,progress_pct,risk_score,latitude,longitude
REC-1220,Workforce Planning 160,Finance,South,Operations,Jamie Kim,In Progress,Medium,2026-02-08,2026-07-18,2026,Q3,Jul,2848194,1542239,73,77,47.619082,-122.424436
REC-1221,Asset Lifecycle Review 339,Operations,South,Finance,Owen Davis,At Risk,High,2025-06-02,2026-01-03,2026,Q1,Jan,1594101,2311446,20,98,42.051617,-87.116445
REC-1222,Training Rollout 862,Supply Chain,West,Operations,Riley Patel,In Progress,Low,2026-07-29,2026-11-19,2026,Q4,Nov,2075535,1584165,65,25,29.754941,-95.459747
REC-1223,Procurement Cycle Reduction 637,Digital,North,HR,Owen Davis,On Hold,Medium,2026-11-01,2027-06-13,2027,Q2,Jun,259606,222151,28,74,25.314315,-80.176755
REC-1224,Compliance Readiness 841,Digital,South,Customer Success,Morgan Lee,In Progress,Low,2025-04-27,2025-12-15,2025,Q4,Dec,3179620,1691595,66,47,30.181128,-95.837976
REC-1225,SLA Recovery Plan 419,Digital,South,Legal,Casey Nguyen,Completed,Low,2026-08-10,2027-05-28,2027,Q2,May,2635136,2647357,99,8,33.902796,-118.216311
REC-1226,Vendor Performance 428,Digital,East,IT,Alex Chen,In Progress,High,2025-11-07,2026-03-09,2026,Q1,Mar,3485805,3127333,47,75,34.38514,-118.46793
REC-1227,Mobile Workflow 452,Digital,South,Procurement,Nina Torres,In Progress,Medium,2026-08-17,2026-09-18,2026,Q3,Sep,3202464,1563511,37,43,33.452602,-84.109837
REC-1228,Invoice Automation 223,Digital,North,IT,Taylor Brooks,In Progress,High,2025-12-22,2026-05-21,2026,Q2,May,960481,870618,34,50,29.755538,-95.258674
REC-1229,Invoice Automation 525,Customer,North,Analytics,Alex Chen,In Progress,Low,2026-08-24,2027-01-16,2027,Q1,Jan,1435543,778750,38,48,41.036007,-73.947215
REC-1230,Compliance Readiness 757,Supply Chain,Central,IT,Riley Patel,At Risk,Medium,2025-03-06,2025-04-19,2025,Q2,Apr,1293172,1431531,67,100,25.92064,-80.592517
REC-1231,Operational Cost Reduction 575,Infrastructure,North,Operations,Morgan Lee,Completed,Low,2026-12-03,2027-05-05,2027,Q2,May,2462898,2180048,92,1,40.639912,-74.48261
REC-1232,Executive Reporting 155,Finance,West,IT,Alex Chen,At Risk,Medium,2025-12-13,2026-07-02,2026,Q3,Jul,2132778,1931801,79,81,34.423801,-118.35893
REC-1233,Risk Control Review 465,Digital,North,Operations,Jordan Smith,In Progress,High,2025-10-19,2026-07-20,2026,Q3,Jul,285850,203029,49,58,29.89483,-95.139371
REC-1234,SLA Recovery Plan 749,Operations,Central,Analytics,Owen Davis,In Progress,Low,2025-03-22,2025-08-17,2025,Q3,Aug,2241576,2147892,21,50,29.831038,-95.52989
REC-1235,Workforce Planning 275,Operations,East,Legal,Owen Davis,In Progress,Low,2025-03-09,2025-10-03,2025,Q4,Oct,2704851,1548076,38,39,34.105153,-84.269118
REC-1236,Executive Reporting 931,Customer,East,IT,Casey Nguyen,Not Started,High,2026-10-14,2027-02-14,2027,Q1,Feb,1164357,844354,10,58,30.099012,-95.29553
REC-1237,Data Quality Program 941,Finance,East,HR,Riley Patel,In Progress,Low,2026-07-24,2026-12-10,2026,Q4,Dec,1779063,853137,23,34,40.983031,-73.77847
REC-1238,Procurement Cycle Reduction 866,Digital,East,Finance,Owen Davis,Completed,Medium,2025-11-20,2026-03-28,2026,Q1,Mar,550637,317230,95,8,40.704202,-73.84933
REC-1239,Compliance Readiness 184,Operations,North,Finance,Nina Torres,On Hold,Low,2026-03-10,2026-05-12,2026,Q2,May,1544939,1053820,69,82,33.821459,-118.373881
REC-1240,Revenue Leakage Review 200,Operations,Central,Customer Success,Owen Davis,Completed,Medium,2025-03-16,2025-09-21,2025,Q3,Sep,602917,513674,94,7,40.268686,-74.385622
REC-1241,Facility Modernization 849,Digital,North,Finance,Casey Nguyen,In Progress,High,2026-01-26,2026-02-13,2026,Q1,Feb,926577,989248,58,71,33.680618,-83.851745
REC-1242,Revenue Leakage Review 113,Supply Chain,Central,Analytics,Taylor Brooks,At Risk,Low,2026-07-19,2026-08-29,2026,Q3,Aug,1745240,2167084,25,59,25.924939,-79.923182
REC-1243,Risk Control Review 426,Supply Chain,West,Analytics,Taylor Brooks,In Progress,Medium,2025-01-15,2025-09-29,2025,Q3,Sep,2657507,2706001,41,59,41.329525,-87.236992
REC-1244,Risk Control Review 941,Customer,West,Finance,Alex Chen,In Progress,Low,2026-12-11,2027-08-08,2027,Q3,Aug,1754471,1837340,69,38,47.628798,-121.977019
REC-1245,Process Standardization 501,Workforce,East,Operations,Owen Davis,At Risk,Medium,2026-12-20,2027-02-19,2027,Q1,Feb,2643311,2452503,38,58,30.216729,-95.362763
REC-1246,Customer Portal Upgrade 767,Finance,Central,Finance,Morgan Lee,In Progress,Medium,2025-08-09,2026-02-26,2026,Q1,Feb,533588,324796,79,49,30.163467,-95.351665
REC-1247,Contract Renewal 518,Finance,West,Analytics,Nina Torres,Completed,Low,2026-03-05,2026-11-20,2026,Q4,Nov,1682960,864295,100,17,39.696838,-105.391787
REC-1248,Executive Reporting 192,Infrastructure,North,HR,Taylor Brooks,On Hold,Low,2026-08-03,2026-10-08,2026,Q4,Oct,767193,367686,43,78,26.066607,-80.376846
REC-1249,Facility Modernization 132,Compliance,South,Legal,Nina Torres,Completed,Low,2025-09-21,2026-01-16,2026,Q1,Jan,424078,432868,99,10,34.290734,-117.913437
REC-1250,Customer Portal Upgrade 565,Finance,Central,Analytics,Taylor Brooks,Completed,High,2025-10-12,2026-03-16,2026,Q1,Mar,2889596,2994378,100,13,33.634098,-83.956208
REC-1251,Procurement Cycle Reduction 259,Infrastructure,West,Procurement,Alex Chen,Not Started,Critical,2025-08-14,2026-03-30,2026,Q1,Mar,503385,368411,7,75,39.958345,-105.067677
REC-1252,Risk Control Review 482,Finance,West,HR,Sam Rivera,Not Started,Medium,2025-07-21,2025-08-05,2025,Q3,Aug,3485118,1571056,11,59,41.673564,-87.135276
REC-1253,Executive Reporting 267,Operations,South,Operations,Casey Nguyen,In Progress,High,2026-12-18,2027-04-29,2027,Q2,Apr,2438914,2289803,42,62,41.606344,-87.230408
REC-1254,Mobile Workflow 944,Compliance,South,Finance,Riley Patel,In Progress,Medium,2026-10-27,2027-02-15,2027,Q1,Feb,612899,343027,39,57,29.652152,-94.876075
REC-1255,Executive Reporting 599,Digital,West,Operations,Morgan Lee,On Hold,Low,2025-06-06,2025-09-28,2025,Q3,Sep,1378255,1247968,74,75,26.250468,-80.529459
REC-1256,Process Standardization 805,Supply Chain,North,HR,Alex Chen,In Progress,Low,2025-07-31,2026-02-08,2026,Q1,Feb,3345426,3478547,22,62,42.352487,-87.597756
REC-1257,Inventory Accuracy 941,Digital,Central,Facilities,Taylor Brooks,In Progress,Critical,2025-07-25,2026-03-14,2026,Q1,Mar,1355563,1462640,68,72,40.740865,-73.999254
REC-1258,SLA Recovery Plan 787,Infrastructure,East,Procurement,Morgan Lee,Pending Review,Medium,2025-11-24,2026-04-30,2026,Q2,Apr,432828,442476,93,61,33.476787,-84.897196
REC-1259,SLA Recovery Plan 205,Digital,South,IT,Alex Chen,In Progress,High,2026-04-25,2026-06-25,2026,Q2,Jun,3385034,2609674,54,57,33.875875,-118.008382
REC-1260,Mobile Workflow 173,Supply Chain,Central,Facilities,Alex Chen,Not Started,High,2026-11-02,2027-01-30,2027,Q1,Jan,2440012,2402927,0,58,33.745271,-118.714254
REC-1261,Service Response Improvement 477,Infrastructure,South,Procurement,Owen Davis,Completed,Medium,2025-11-14,2026-05-07,2026,Q2,May,964059,924694,100,28,39.527867,-105.429185
REC-1262,Process Standardization 261,Compliance,East,Operations,Riley Patel,On Hold,Medium,2025-07-10,2026-02-12,2026,Q1,Feb,1330295,1285596,69,85,39.432613,-105.136921
REC-1263,Inventory Accuracy 579,Compliance,North,Operations,Taylor Brooks,On Hold,Medium,2026-10-26,2026-12-04,2026,Q4,Dec,3473198,2749511,60,69,25.784611,-80.590131
REC-1264,Risk Control Review 352,Customer,West,Operations,Owen Davis,Not Started,Medium,2025-03-07,2025-08-26,2025,Q3,Aug,841093,668963,2,58,34.431594,-118.072163
REC-1265,Procurement Cycle Reduction 638,Compliance,East,Operations,Priya Shah,Pending Review,Medium,2026-04-23,2026-10-08,2026,Q4,Oct,2663992,2256866,87,34,26.259013,-79.926027
REC-1266,Procurement Cycle Reduction 939,Compliance,East,Analytics,Avery Johnson,In Progress,Medium,2026-06-16,2026-11-05,2026,Q4,Nov,1906237,1742964,31,35,30.303004,-94.88461
REC-1267,Mobile Workflow 313,Operations,South,Finance,Alex Chen,Not Started,Medium,2026-06-13,2026-09-11,2026,Q3,Sep,2495377,2612269,10,47,48.036446,-122.862968
REC-1268,Contract Renewal 897,Supply Chain,East,Operations,Taylor Brooks,In Progress,High,2025-08-15,2026-02-09,2026,Q1,Feb,3181235,3253680,44,71,34.166743,-118.675172
REC-1269,Customer Portal Upgrade 518,Infrastructure,South,Operations,Sam Rivera,In Progress,Low,2026-03-28,2026-12-06,2026,Q4,Dec,3090016,1707062,31,2,25.684427,-79.860114
REC-1270,Service Response Improvement 173,Digital,East,Facilities,Taylor Brooks,In Progress,Low,2026-05-06,2026-09-27,2026,Q3,Sep,1287063,835012,23,29,33.837972,-117.841022
REC-1271,Training Rollout 392,Customer,Central,Analytics,Priya Shah,At Risk,Low,2026-11-08,2027-05-06,2027,Q2,May,3445895,2227522,73,63,41.013471,-73.738038
REC-1272,Executive Reporting 987,Digital,West,Analytics,Sam Rivera,Completed,Medium,2025-02-19,2025-07-17,2025,Q3,Jul,1738257,1404503,99,14,25.374535,-80.146324
REC-1273,Mobile Workflow 684,Digital,West,Procurement,Taylor Brooks,Completed,Medium,2025-04-29,2025-11-17,2025,Q4,Nov,1598599,1517403,93,17,34.287281,-84.00893
REC-1274,Process Standardization 282,Workforce,West,Procurement,Jordan Smith,Completed,Low,2025-08-31,2026-01-15,2026,Q1,Jan,1008496,1003806,90,1,42.316578,-87.514163
REC-1275,Data Quality Program 325,Customer,West,Legal,Riley Patel,In Progress,High,2026-05-10,2026-09-24,2026,Q3,Sep,2779755,1951491,22,63,25.325194,-80.157868
REC-1276,Workforce Planning 514,Digital,East,Finance,Owen Davis,Not Started,Medium,2025-03-27,2025-10-18,2025,Q4,Oct,1901146,1678930,2,58,47.283147,-122.095673
REC-1277,Vendor Performance 403,Digital,North,Procurement,Avery Johnson,In Progress,Medium,2025-04-30,2025-09-13,2025,Q3,Sep,2992246,2944309,81,66,41.819037,-87.737474
REC-1278,Risk Control Review 127,Operations,South,Customer Success,Casey Nguyen,Completed,Critical,2026-04-15,2026-06-07,2026,Q2,Jun,2463573,2819386,99,22,39.677771,-105.311291
REC-1279,Executive Reporting 468,Compliance,South,Customer Success,Nina Torres,In Progress,Medium,2025-07-12,2025-12-24,2025,Q4,Dec,1876916,1522804,61,35,34.336769,-118.147844
REC-1280,Operational Cost Reduction 534,Operations,North,Analytics,Riley Patel,In Progress,High,2026-04-16,2026-10-27,2026,Q4,Oct,2794743,2191723,82,32,47.538671,-122.828443
REC-1281,Invoice Automation 847,Finance,East,Finance,Sam Rivera,In Progress,High,2025-06-17,2025-09-21,2025,Q3,Sep,157980,166078,28,51,30.239032,-95.663164
REC-1282,Revenue Leakage Review 181,Compliance,West,Customer Success,Taylor Brooks,Completed,Low,2025-03-17,2025-11-01,2025,Q4,Nov,2964193,2229979,91,15,39.428082,-104.911005
REC-1283,Risk Control Review 342,Digital,North,Operations,Taylor Brooks,Pending Review,Medium,2025-07-11,2026-03-21,2026,Q1,Mar,1572050,1034240,92,39,34.274164,-84.048557
REC-1284,Vendor Performance 415,Compliance,South,Analytics,Nina Torres,In Progress,Medium,2026-06-27,2027-02-16,2027,Q1,Feb,621378,643474,82,60,34.153666,-118.50378
REC-1285,Operational Cost Reduction 151,Digital,West,IT,Casey Nguyen,In Progress,High,2025-02-18,2025-09-04,2025,Q3,Sep,486172,258067,57,69,34.183958,-84.630888
REC-1286,Procurement Cycle Reduction 134,Customer,Central,Customer Success,Owen Davis,At Risk,Medium,2025-05-19,2025-12-17,2025,Q4,Dec,382430,340841,64,89,39.264462,-105.115504
REC-1287,Revenue Leakage Review 803,Infrastructure,North,Procurement,Sam Rivera,Not Started,Critical,2025-07-26,2025-12-09,2025,Q4,Dec,1270585,1403458,0,65,40.93163,-74.192366
REC-1288,Process Standardization 659,Workforce,East,Legal,Jamie Kim,Not Started,Medium,2025-01-16,2025-06-06,2025,Q2,Jun,1774079,1773334,10,57,41.524731,-87.580313
REC-1289,Contract Renewal 408,Supply Chain,West,Procurement,Nina Torres,Completed,Medium,2025-08-16,2026-02-08,2026,Q1,Feb,3154253,1661393,91,38,30.087127,-95.527137
REC-1290,Contract Renewal 382,Operations,Central,IT,Nina Torres,At Risk,Medium,2025-06-21,2026-01-15,2026,Q1,Jan,202115,159237,74,98,29.687532,-95.802231
REC-1291,Operational Cost Reduction 180,Operations,North,Analytics,Casey Nguyen,In Progress,Medium,2026-06-13,2026-12-24,2026,Q4,Dec,1268510,1181614,68,34,29.856603,-95.797429
REC-1292,Contract Renewal 411,Supply Chain,East,Operations,Casey Nguyen,At Risk,High,2025-11-20,2026-02-06,2026,Q1,Feb,2485602,3204316,37,100,34.139895,-84.186246
REC-1293,Procurement Cycle Reduction 189,Finance,East,Customer Success,Sam Rivera,Completed,Medium,2025-04-28,2025-08-05,2025,Q3,Aug,896331,803642,93,17,47.90704,-122.120136
REC-1294,Facility Modernization 907,Supply Chain,Central,IT,Jordan Smith,At Risk,High,2025-10-12,2026-05-01,2026,Q2,May,2668392,2634287,70,100,41.113408,-74.147399
REC-1295,Process Standardization 439,Supply Chain,South,Facilities,Priya Shah,Completed,Medium,2025-02-27,2025-06-23,2025,Q2,Jun,1951765,1140296,90,47,41.486758,-87.293813
REC-1296,Data Quality Program 508,Supply Chain,North,Facilities,Morgan Lee,Not Started,Medium,2025-07-23,2026-01-04,2026,Q1,Jan,1866175,1076474,12,45,34.28149,-84.823801
REC-1297,Risk Control Review 609,Compliance,West,Finance,Avery Johnson,In Progress,Low,2025-11-11,2026-03-20,2026,Q1,Mar,2858533,2021587,65,43,40.642816,-73.614147
REC-1298,Service Response Improvement 657,Digital,Central,Operations,Casey Nguyen,In Progress,Low,2025-07-29,2026-03-22,2026,Q1,Mar,935202,751468,39,49,33.865162,-117.967902
REC-1299,Mobile Workflow 636,Digital,West,Finance,Alex Chen,Pending Review,Medium,2026-02-05,2026-05-06,2026,Q2,May,1627501,1165404,76,48,29.609394,-95.383386
REC-1300,Customer Portal Upgrade 471,Infrastructure,North,IT,Avery Johnson,Completed,Medium,2025-10-20,2026-02-09,2026,Q1,Feb,3350244,2542936,95,17,26.074287,-80.525438
REC-1301,Service Response Improvement 781,Compliance,North,Finance,Sam Rivera,Completed,High,2026-09-07,2026-11-13,2026,Q4,Nov,666297,518445,90,13,48.147609,-122.527898
REC-1302,Facility Modernization 526,Customer,South,IT,Owen Davis,In Progress,High,2025-11-21,2026-02-22,2026,Q1,Feb,2225260,2101696,45,77,34.408138,-118.259599
REC-1303,Executive Reporting 692,Infrastructure,West,Operations,Priya Shah,At Risk,High,2025-07-06,2025-09-01,2025,Q3,Sep,1212769,1208472,24,100,34.147092,-84.14863
REC-1304,Facility Modernization 130,Finance,East,Legal,Sam Rivera,At Risk,Medium,2026-12-18,2027-07-16,2027,Q3,Jul,3050402,3023619,27,100,41.871426,-87.581002
REC-1305,Contract Renewal 817,Infrastructure,Central,Legal,Jamie Kim,Pending Review,Medium,2026-07-10,2026-11-07,2026,Q4,Nov,1857050,1165430,94,18,34.246421,-118.295764
REC-1306,Workforce Planning 522,Operations,East,Operations,Jamie Kim,Completed,Medium,2025-01-04,2025-03-28,2025,Q1,Mar,3264581,3203393,100,10,42.274618,-88.178595
REC-1307,Process Standardization 415,Infrastructure,East,Facilities,Sam Rivera,Completed,Medium,2025-04-15,2025-08-08,2025,Q3,Aug,224677,134429,91,36,42.219552,-87.125068
REC-1308,Procurement Cycle Reduction 806,Infrastructure,East,IT,Riley Patel,In Progress,High,2025-05-14,2026-02-03,2026,Q1,Feb,1981157,2315006,53,58,40.148853,-104.834366
REC-1309,Training Rollout 568,Compliance,East,Facilities,Priya Shah,Pending Review,High,2026-03-07,2026-04-12,2026,Q2,Apr,499022,394304,74,62,33.994421,-84.412878
REC-1310,Customer Portal Upgrade 275,Operations,North,Finance,Riley Patel,In Progress,Low,2025-09-16,2026-04-01,2026,Q2,Apr,981784,684234,73,68,39.317096,-105.292133
REC-1311,Operational Cost Reduction 156,Digital,West,HR,Jordan Smith,In Progress,Low,2026-02-10,2026-08-16,2026,Q3,Aug,2555648,1189822,46,56,30.203313,-95.407829
REC-1312,Invoice Automation 283,Operations,North,Procurement,Avery Johnson,Not Started,Medium,2025-03-21,2025-07-24,2025,Q3,Jul,424687,355302,6,47,34.589308,-118.639424
REC-1313,Asset Lifecycle Review 499,Infrastructure,West,Finance,Priya Shah,On Hold,Medium,2025-02-23,2025-09-10,2025,Q3,Sep,3291653,2347355,49,93,34.017273,-117.966927
REC-1314,Training Rollout 274,Infrastructure,Central,IT,Taylor Brooks,Completed,High,2025-01-02,2025-05-19,2025,Q2,May,1785224,1723439,94,25,42.139001,-87.339615
REC-1315,Risk Control Review 976,Customer,South,IT,Riley Patel,Completed,Low,2025-10-08,2026-02-09,2026,Q1,Feb,554068,550964,96,17,29.305628,-95.587471
REC-1316,Inventory Accuracy 883,Operations,South,Finance,Sam Rivera,In Progress,Medium,2025-11-10,2026-04-13,2026,Q2,Apr,3243827,2168026,54,59,25.341184,-80.311825
REC-1317,Asset Lifecycle Review 724,Supply Chain,Central,Operations,Owen Davis,Completed,Low,2025-05-03,2025-09-17,2025,Q3,Sep,2818015,1753739,91,6,30.018535,-95.636528
REC-1318,Service Response Improvement 969,Infrastructure,West,Analytics,Alex Chen,In Progress,Critical,2025-12-02,2026-05-07,2026,Q2,May,382114,242139,20,57,40.494092,-74.085729
REC-1319,Process Standardization 388,Digital,West,Facilities,Jordan Smith,At Risk,Low,2025-04-04,2025-07-21,2025,Q3,Jul,268711,321436,18,95,25.271998,-80.334892
REC-1320,Workforce Planning 434,Finance,East,Facilities,Nina Torres,Not Started,Medium,2025-05-04,2025-05-13,2025,Q2,May,1838405,1367937,0,47,42.047659,-87.833745
REC-1321,Service Response Improvement 369,Customer,Central,IT,Owen Davis,In Progress,Medium,2025-12-20,2026-08-23,2026,Q3,Aug,3398483,2125849,46,60,39.797911,-104.555707
REC-1322,Service Response Improvement 631,Infrastructure,East,Operations,Priya Shah,On Hold,Medium,2025-02-27,2025-03-26,2025,Q1,Mar,2480166,2490179,13,67,34.044362,-117.790148
REC-1323,Training Rollout 687,Finance,South,HR,Riley Patel,In Progress,Medium,2025-11-13,2026-01-02,2026,Q1,Jan,2460681,1805139,22,43,33.218908,-84.752386
REC-1324,Process Standardization 996,Compliance,West,Operations,Jamie Kim,Completed,Low,2026-07-20,2026-09-24,2026,Q3,Sep,137944,139013,96,9,47.316227,-122.164418
REC-1325,Mobile Workflow 717,Supply Chain,North,Analytics,Nina Torres,In Progress,Medium,2025-11-15,2026-02-13,2026,Q1,Feb,410276,193675,50,57,26.087112,-80.576277
REC-1326,Invoice Automation 785,Finance,Central,Finance,Priya Shah,Completed,High,2025-06-14,2025-06-30,2025,Q2,Jun,494466,335643,94,23,47.732887,-122.457808
REC-1327,Facility Modernization 500,Compliance,West,IT,Jordan Smith,At Risk,Medium,2025-02-10,2025-04-10,2025,Q2,Apr,1776001,2187803,64,100,48.054759,-122.85137
REC-1328,Operational Cost Reduction 952,Operations,West,Analytics,Morgan Lee,Completed,Medium,2025-11-02,2026-03-23,2026,Q1,Mar,2218025,1212488,92,13,33.791177,-117.940145
REC-1329,Training Rollout 470,Operations,Central,Procurement,Riley Patel,In Progress,Medium,2025-09-16,2026-04-27,2026,Q2,Apr,2303752,1845110,39,67,40.790745,-73.665238
REC-1330,Workforce Planning 981,Workforce,South,Finance,Jordan Smith,In Progress,Medium,2026-09-24,2026-11-24,2026,Q4,Nov,1284109,1180328,72,43,39.66076,-105.171605
REC-1331,Workforce Planning 907,Digital,West,HR,Nina Torres,At Risk,High,2025-01-27,2025-07-30,2025,Q3,Jul,2076163,1969105,37,99,29.570808,-95.165726
REC-1332,Process Standardization 282,Operations,South,Customer Success,Riley Patel,In Progress,Low,2026-07-18,2027-01-23,2027,Q1,Jan,251190,258827,21,27,39.769462,-104.557798
REC-1333,Workforce Planning 440,Workforce,Central,Customer Success,Avery Johnson,At Risk,Low,2025-09-13,2026-02-03,2026,Q1,Feb,939653,778110,29,76,41.419241,-87.6232
REC-1334,Procurement Cycle Reduction 895,Supply Chain,Central,IT,Nina Torres,Completed,Medium,2026-02-12,2026-03-30,2026,Q1,Mar,171767,117507,100,17,47.314015,-122.313645
REC-1335,Mobile Workflow 171,Compliance,South,Operations,Taylor Brooks,Completed,Low,2025-07-12,2026-02-08,2026,Q1,Feb,1898987,1508800,96,16,41.430805,-87.774525
REC-1336,Workforce Planning 670,Customer,West,Procurement,Nina Torres,Completed,Low,2025-11-06,2026-02-01,2026,Q1,Feb,2559364,2523801,94,6,30.089778,-95.601164
REC-1337,Data Quality Program 526,Workforce,East,IT,Owen Davis,Completed,Medium,2026-09-11,2027-02-10,2027,Q1,Feb,3259207,3361727,92,23,40.177057,-104.553281
REC-1338,Process Standardization 914,Customer,East,Finance,Jamie Kim,Pending Review,High,2026-05-09,2026-07-23,2026,Q3,Jul,2645154,2975245,65,24,39.669954,-104.971378
REC-1339,Contract Renewal 956,Compliance,Central,Operations,Priya Shah,In Progress,Low,2025-03-21,2025-05-10,2025,Q2,May,1538964,1275461,20,59,33.904787,-83.965558
REC-1340,SLA Recovery Plan 482,Digital,Central,Legal,Jordan Smith,In Progress,High,2025-07-11,2025-10-26,2025,Q4,Oct,699512,505144,78,93,34.285355,-118.098423
REC-1341,Contract Renewal 412,Operations,East,IT,Alex Chen,Not Started,Medium,2025-03-14,2025-06-29,2025,Q2,Jun,1254203,864885,2,48,29.558842,-95.5102
REC-1342,SLA Recovery Plan 617,Digital,East,Customer Success,Morgan Lee,On Hold,Medium,2026-08-16,2027-01-16,2027,Q1,Jan,924148,897193,56,72,40.422725,-74.101616
REC-1343,Invoice Automation 499,Supply Chain,North,Operations,Owen Davis,In Progress,Medium,2025-05-19,2025-08-29,2025,Q3,Aug,2949946,2282446,54,63,30.028927,-95.497362
REC-1344,Workforce Planning 253,Workforce,South,Procurement,Alex Chen,Not Started,Medium,2026-10-26,2027-04-19,2027,Q2,Apr,2402036,1396103,3,47,29.35013,-95.766669
REC-1345,Service Response Improvement 884,Customer,South,IT,Casey Nguyen,Completed,Critical,2026-03-20,2026-07-16,2026,Q3,Jul,2462255,2282422,93,39,34.276267,-84.147781
REC-1346,Mobile Workflow 684,Customer,West,Customer Success,Alex Chen,Completed,Low,2025-07-22,2025-10-26,2025,Q4,Oct,1684719,918941,92,29,40.16288,-105.465606
REC-1347,Vendor Performance 779,Supply Chain,North,Procurement,Morgan Lee,In Progress,Low,2025-11-09,2025-12-17,2025,Q4,Dec,3373858,2354195,53,44,41.675396,-87.465834
REC-1348,Customer Portal Upgrade 252,Digital,West,Analytics,Sam Rivera,Completed,Medium,2025-03-28,2025-08-20,2025,Q3,Aug,1205994,884132,95,11,47.429262,-122.43665
REC-1349,Inventory Accuracy 655,Supply Chain,Central,Analytics,Jamie Kim,In Progress,Low,2025-02-20,2025-05-03,2025,Q2,May,2283635,1411880,52,41,25.51906,-79.670868
REC-1350,Invoice Automation 292,Infrastructure,North,Operations,Owen Davis,In Progress,High,2025-05-23,2025-11-06,2025,Q4,Nov,758930,791556,28,61,47.424552,-122.610391
REC-1351,Revenue Leakage Review 495,Customer,South,Operations,Riley Patel,In Progress,Medium,2025-02-18,2025-06-26,2025,Q2,Jun,2525703,1981902,55,52,39.74694,-105.432472
REC-1352,Operational Cost Reduction 147,Digital,Central,Analytics,Jordan Smith,In Progress,Low,2025-12-14,2026-09-15,2026,Q3,Sep,425334,401448,27,44,34.410647,-117.739358
REC-1353,Workforce Planning 551,Operations,West,HR,Avery Johnson,Completed,Medium,2026-08-04,2027-05-24,2027,Q2,May,3370624,1625040,94,29,40.65729,-73.637151
REC-1354,Risk Control Review 507,Operations,South,Procurement,Jamie Kim,Pending Review,Medium,2026-10-01,2027-03-08,2027,Q1,Mar,2536130,2477244,92,36,33.925995,-84.005789
REC-1355,Contract Renewal 784,Customer,North,Analytics,Nina Torres,In Progress,Medium,2026-12-09,2027-02-08,2027,Q1,Feb,811199,670115,44,43,40.137017,-105.121488
REC-1356,Contract Renewal 797,Workforce,North,IT,Jamie Kim,In Progress,Low,2026-08-27,2027-01-08,2027,Q1,Jan,1651960,1548534,53,36,34.119,-118.514091
REC-1357,Workforce Planning 879,Operations,West,Finance,Jordan Smith,Not Started,Medium,2026-10-15,2027-02-09,2027,Q1,Feb,214455,138829,10,39,25.400929,-80.615885
REC-1358,Risk Control Review 431,Customer,East,Analytics,Priya Shah,Not Started,Medium,2026-09-10,2027-02-17,2027,Q1,Feb,1223425,1259621,5,42,41.77931,-87.732607
REC-1359,Vendor Performance 528,Finance,East,Facilities,Sam Rivera,Not Started,High,2025-06-13,2025-09-11,2025,Q3,Sep,2044483,2303998,8,93,33.896148,-118.585065
REC-1360,Training Rollout 293,Customer,South,Legal,Jamie Kim,In Progress,Low,2025-03-22,2025-06-25,2025,Q2,Jun,1182741,598587,42,54,29.494623,-95.191429
REC-1361,Executive Reporting 333,Digital,South,Facilities,Taylor Brooks,On Hold,Medium,2025-10-31,2025-11-23,2025,Q4,Nov,1231116,946056,57,89,33.707349,-118.215511
REC-1362,Contract Renewal 112,Digital,West,Operations,Jamie Kim,In Progress,Medium,2026-10-01,2027-03-16,2027,Q1,Mar,1837531,1343523,21,39,41.70851,-87.998885
REC-1363,Service Response Improvement 860,Infrastructure,Central,Legal,Sam Rivera,In Progress,Medium,2026-11-21,2027-07-24,2027,Q3,Jul,31945,14667,65,36,33.374224,-84.052537
REC-1364,Process Standardization 578,Digital,West,Finance,Priya Shah,Completed,Medium,2026-05-06,2026-08-21,2026,Q3,Aug,2404889,1835550,96,14,33.314927,-84.737801
REC-1365,Facility Modernization 156,Operations,South,Analytics,Sam Rivera,On Hold,High,2026-01-20,2026-06-16,2026,Q2,Jun,183380,186832,32,93,25.908417,-79.878989
REC-1366,SLA Recovery Plan 295,Compliance,West,IT,Jordan Smith,At Risk,Medium,2025-02-11,2025-05-17,2025,Q2,May,1482270,1854766,80,89,40.668803,-74.328367
REC-1367,Customer Portal Upgrade 665,Digital,Central,Finance,Taylor Brooks,In Progress,Low,2025-03-14,2025-05-28,2025,Q2,May,908962,613858,72,39,29.38136,-95.104505
REC-1368,Process Standardization 865,Digital,East,HR,Casey Nguyen,Completed,Low,2025-07-13,2026-04-04,2026,Q2,Apr,58568,28214,91,8,25.221834,-80.382531
REC-1369,Vendor Performance 754,Workforce,South,Operations,Nina Torres,Not Started,High,2025-08-15,2025-09-30,2025,Q3,Sep,1755830,1505398,6,62,34.164333,-117.887551
REC-1370,Operational Cost Reduction 344,Digital,South,Operations,Alex Chen,Not Started,Medium,2026-12-12,2027-07-24,2027,Q3,Jul,740538,550270,7,33,42.177047,-87.466397
REC-1371,Mobile Workflow 141,Workforce,West,Customer Success,Taylor Brooks,At Risk,Medium,2025-12-07,2026-08-01,2026,Q3,Aug,2620688,2433979,27,81,47.468177,-122.426442
